"CTRIBUCODI","CTRIBUSIGL","CTPMERCODI","ETPMERDESC","CATIVICODI","EATIVIDESC","CTBATVVALO","CTBATVSITU"
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7440399,OUTROS SERVICOS DE PUBLICIDADE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7450001,SELECAO E AGENCIAMENTO DE MAODEOBRA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7450002,LOCACAO DE MAODEOBRA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7460801,ATIVIDADES DE INVESTIGACAO PARTICULAR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7460802,ATIV VIGILANCIA E SEGURANCA PRIVADA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7460803,SERVICOS DE ADESTRAMENTO DE CAES DE GUARDA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9232003,GRAVACAO DE SOM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9232004,SERVICOS SONORIZACAO ATIVLIGADAS SALAS ESPETACULO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6021600,TRANSPORTE FERROV PASSAG MUNIC INTERM METROPOLITANO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6022400,TRANSPORTE METROVIARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6023201,TRANSPORTE POR ONIBUS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6023202,TRANSPORTE RODOV PASSAGREGULAR INTERMUNMETROPOLITANO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6024001,TRANSPORTE RODOV PASSAG REGULAR MUNICIPAL NAO URBANO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6024002,TRANSPORTE RODOV PASSAGEIROS REGULAR INTERMUNICIPAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6024003,TRANSPORTE RODOV PASSAGEIROS REGULAR INTERESTADUAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6024004,TRANSPORTE RODOV DE PASSAGEIROS REGULAR INTERNACIONA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025901,SERVICOS DE TAXIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025902,LOCACAO VEICRODOVPASSAG CMOTORISTA MUNICIPAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025903,LOCVEICRODPASSAGCMOTINTERMINTERESTINTERN,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025904,ORGANIZAC EXCURSAO EM VEIC RODOVIAR PROPRIO MUNICI,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025905,ORGANIZ EXCURSAO VEIC RODOVIAR PROPRIO FORA MUNICI,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025906,TRANSPORTE ESCOLAR MUNICIPAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6025907,TRANSPORTE ESCOLAR INTERMUNICIPAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6026701,TRANSPORTE RODOV DE CARGAS EM GERAL MUNICIPAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6026702,TRANSPORTE RODOV CARGAS  GERAL INTERMINTERESTINTERNA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6026703,LOCACAO DVEICULOS RODOV DCARGAS COM MOTORISTA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6027500,TRANSPORTE RODOV DE PRODUTOS PERIGOSOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6028301,TRANSPORTE RODOV DE MUDANCAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6028302,GUARDA DE MOVEIS SILO ARMAZEM FRIGORIFICO ARM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7031900,CORRETAGEM E AVALIACAO DE IMOVEIS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7032700,ADMINISTRACAO DE IMOVEIS POR CONTA DE TERCEIROS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7040800,CONDOMINIOS DE PREDIOS RESIDENCIAIS OU NAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6122002,TRANSPORTE NAV INTER CARGA INTERMUN NURB INTER INTERN,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6123901,TRANSPORTE AQUAVIARIO MUNICIPAL URBANO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6123902,TRANSPORTE AQUAVIARIO INTERMUNICIPAL URBANO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6210300,TRANSPORTE AEREO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6220001,TAXI AEREO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6534001,SOCIEDADES DE CREDITO IMOBILIARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5271001,REPARACAO E MANUT MAQUINA E APARELHO ELETRODOMESTICO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6534002,ASSOCIACAO DE POUPANCA E EMPRESTIMOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6534003,COMPANHIAS HIPOTECARIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6535800,SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6540400,ARRENDAMENTO MERCANTIL LEASING,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6551000,AGENCIAS DE DESENVOLVIMENTO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6559501,ADMINISTRACAO DE CONSORCIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6559502,ADMINISTRACAO DE CARTAO DE CREDITO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8515402,SERVICOS DE NUTRICAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7522100,DEFESA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7523000,JUSTICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7524800,SEGURANCA E ORDEM PUBLICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7525600,DEFESA CIVIL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7530200,SEGURIDADE SOCIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8012800,EDUCACAO FUNDAMENTAL  1 GRAU,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8021700,EDUCACAO MEDIA DE FORMACAO GERAL  2 GRAU,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8022500,EDUCACAO MEDIA DE FORMACAO TECNICA E PROFISSIONAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8030600,EDUCACAO SUPERIOR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8091800,ENSINO EM AUTOESCOLAS E CURSOS DE PILOTAGEM,,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,7739002,ALUGUEL DE EQUIPAMENTOS CIENTIFICOS MEDICOS E HOSPITALARES SEM OPERADOR,511.60,A
2,ISS HOM,1,AUTONOMO NIVEL UNIVERSITARIO,6612602,DISTRIBUIDORAS DE TITULOS E VALORES MOBILIARIOS,,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,4930202,TRANSP RODOV DE CARGA EXC PROD PERIG E MUDAN INTERMUN INTEREST E INTERNACIONAL,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,4644301,COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,7430600,ENSAIOS MAT E PROD ANALISE DE QUALIDADE,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,5145404,COM ATAC DE  PROTESE E ARTIGOS DE ORTOPEDIA,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,9262299,OUTRAS ATIV RECREATIVAS,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,6312601,ARMAZENS GERAIS EMISSAO DE WARRANTS,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,8099399,OUTRAS ATIVIDADES DE ENSINO NAO ESPEC ANTERIORMENTE,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,5145405,COM ATAC DE PRODUTOS ODONTOLOGICOS,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,2472400,FAB DE PRODUTOS DLIMPEZA E POLIMENTO,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,3391000,MANUTENCAO E REP DE APAR E UTENSILIOS PARA USOS MEDICO HOSPIT ODONT E DE LABORATORIO ,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,5269800,COMERCIO DE AGUA ATRAVES DE CARRO PIPA,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1522900,PROCESSAMPRESERVE PRODUCAO DCONSERVAS DE LEGUME,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1593801,FAB DE MALTE INCLUSIVE MALTE UISQUE,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1592000,FAB DE VINHO,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1591101,FAB RETIF HOMOGENEIZACAO MISTAGUARDENTE CACUCA,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1589003,FAB DE FERMENTOS LEVEDURAS E COALHOS,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,1589005,BENEFICIAMENTO DCHAMATE E OUTRAS ERVAS PINFUSAO,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,5249315,COM VAREJ DE PROD SANEANTES E DOMISSANITARIOS PROD DE LIMPEZA EM GERAL,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,9609208,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,9609207,ALOJAMENTO DE ANIMAIS DOMESTICOS,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,7120100,TESTES E ANALISES TECNICAS,511.60,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,9603304,SERVICOS DE FUNERARIAS,,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,9609206,SERVICOS DE TATUAGEM E COLOCACAO DE PIERCING,511.60,A
5,TVS,7,CPOMPRESTADOR FORA DO MUNICIPIO,8690904,ATIVIDADE DE PODOLOGIA,511.60,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8092600,EDUCACAO SUPLETIVA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8093401,CURSOS DE LINGUAS ESTRANGEIRAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8093402,CURSOS DE INFORMATICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8093403,CURSOS DE APRENDIZAGEM E GERENCIAMENTO PROFISSIONA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8093404,CURSOS LIGADOS AS ARTES E CULTURA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8093499,OUTROS CURSOS DE EDUCACAO CONTINUA E PERMANENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8094200,ENSINO A DISTANCIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8095000,EDUCACAO ESPECIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8511100,ATIVIDADES DE ATENDIMENTO HOSPITALAR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8512000,ATIVIDADES DE ATENDIMENTO A URGENCIA E EMERGENCIAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8513801,ATIV CLINICA MEDICA CLIN CONSULTORIO AMBULATORIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8513802,ATIV CLINICA ODONTOLOGICA CLIN CONSULTORIO AMBUL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8513803,SERVICOS DE VACINACAO E IMUNIZACAO HUMANA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8513899,OUTRAS ATIV ATENCAO AMBULATORIAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,7139001,ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8514604,SERVICOS DE RAIOX RADIODIAGNOSTICO E RADIOTERAPIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,8514605,SERVICOS DE QUIMIOTERAPIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5041505,REPRESENTANTE COMERC DE PECAACESS P MOTO E MOTONETA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5042300,MANUT REPAR MOTOS E MOTONETAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5090201,SERVICOS DE CONVERSAO A GAS NATURAL DE PETROLEO P VEICUL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5111000,REPRESENTANTE COMERC PROD AGRICANIMAL VIVOPROD TEXTI,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5112800,REPRESENTANTE COMERC COMBUSTIVMINERALMETALPROD QUIM,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5113600,REPRESENTANTE COMERC MADEIRAMAT CONSTRUCAOFERRAGENS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5114400,REPRESENTANTE COMERC MAQEQUIP INDUSTEMBARCACAERONAV,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5115200,REPRESENTANTE COMERC MOVEIS E ART USO DOMESTICO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5116000,REPRESENTANTE COMERC TEXTILVESTUARIOCALCADOART COUR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5117900,REPRESENTANTE COMERC PROD ALIMENTICIOSBEBIDAS E FUMO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2914902,REPARACAO E MANUT DE COMPRESSORES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2915702,REPARACAO E MANUT DE EQUIP TRANSMISSAO FINS INDUSTR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2921102,INST CONS MANUT FORNOS INDEQUIP NELETRICO PTER,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3222002,MANUT REPAR SISTEMAS INTERCOMUNICACAO E SEMELHANTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3310304,MANUT REPAR APAR UTENS MEDICOHOSPITALAR ODONT LAB,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3310305,SERVICOS DE PROTESES EM GERAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,213500,ATIV SILVICULTURA E EXPLORACAO FLORESTAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,511804,ATIVIDADES DE SERVICOS RELACIONADOS  A PESCA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,512605,ATIVIDADES DE SERVICOS RELACIONADOS A AQUICULTURA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,6340104,ORG LOGIST DO TRASNP DE CARGA OPER DE TRANSP MULTIMODAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4550002,OBRAS DE ACABAMENTO EM GESSO E ESTUQUE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3450900,RETIFICA E RECONDICIONAMENTO DE MOTORES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3511401,MONTAGEM E REPARACAO DE EMBARCACAO DE GRANDE PORTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3511402,MONTAGEM EMBARCAC COMERCIALESPEC EXC GRANDE PORTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3511403,REPAR EMBARC USO COMERCIALESPECIAL EXC GRANDE POR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3512202,REPARACAO DE EMBARCACOES PARA ESPORTE E LAZER,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3521100,MONTAGEM DE LOCOMOTIVAVAGAOOUTRO MATERIALRODANTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3523800,REPARACAO DE VEICULOS FERROVIARIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3531900,MONTAGEM DE AERONAVES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3532700,REPARACAO DE AERONAVES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3611002,SERVICOS DE MONTAGEM MOVEIS MADEIRA PCONSUMIDOR FINAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3612902,SERVICOS DE MONTAGEM MOVEIS DMETAL PCONSUMIDOR FINAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4533001,CONSTRUCAO ESTACAOREDE DTELEFONIA E COMUNICACAO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4533002,SERVICOS DE MANUTENCAO DE REDES DTELECOMUNICACOES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4534900,CONSTRUCAO OBRAS PREVRECUPERACAO DO MEIO AMBIENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4541100,INST MANUT ELET EDIFIC ELEVADOR E ESTEIRA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4542000,INST MANUT SIST CENT AR COND VENT E REFRIGER,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4543801,INST HIDRAULICAS SANITARIAS E DE GAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4543802,INST DE SISTEMAS PREVENCAO CONTRA INCENDIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4549701,MONTAGEM INST SIST EQUIP SINALIZ VIAS PORTOS AEROP,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4549702,INST EQUIP ORIENTACAO NAVEGMARITFLUVIALLACUSTRE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4549703,TRATAMENTOS ACUSTICOS E TERMICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2954802,CONSERTO MANUT MAQ EQUIPTERRAPLENAGEM PAVIMENTACA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2961002,INST CONS MANUT MAQUINAS PINDUSTRIA METALURGIC,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2962902,INST CONS MANUT MAQEQUIPPINDALIMENTAR BEBFUMO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2963702,INST CONS MANUT MAQEQUIP PINDUSTRIA TEXTIL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2964502,INST CONS MANUT MAQ E EQUIPAMENTOS DO VESTUARIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2965302,INST CONS MANUT MAQAPARELHOS PINDCELULOSEPAPEL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2969602,INST CONS MANUT OUTRAS MAQ EQUIPDUSO ESPECIFICO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3021000,MONTAGEM DE COMPUTADORES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5118700,REPRESENTANTE COMERC ESPECIALIZADO EM PRODUTOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,5119500,REPRESENTANTE COMERC MERCADORIAS EM GERAL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3613702,SERVICOS DE MONTDMOVMATDIVEXCLUSMADMETALCONSFIN,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3699401,LAPIDACAO GRAVACAO E ESPELHACAO DE LOUCAS VIDROS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3710901,RECICLAGEM DE SUCATAS DE ALUMINIO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3710999,RECICLAGEM DE SUCATAS METALICAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3720600,RECICLAGEM DE SUCATAS NAO METALICAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4010001,PRODUCAO DE ENERGIA ELETRICA INC PRODUCAO INTEGRAD,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4010002,TRANSMISSAO DE ENERGIA ELETRICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4010003,SERVICOS DE MEDICAO DE CONSUMO DE ENERGIA ELETRICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4010005,DISTRIBUICAO DE ENERGIA ELETRICA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4020701,PRODUCAO DE GAS ATRAVES DE TUBULACOES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4020702,DISTRIBUICAO COMBUSTIVEL GASOSO PSIST DE TUBULACA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4020703,SERVICOS DE MEDICAO DE GAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4030400,PRODUCAO E DISTRIBUICAO DE VAPOR E AGUA QUENTE,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4100901,CAPTACAO TRATAMENTO E DISTRIBUICAO AGUA CANALIZADA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4100902,SERVICOS DE MEDICAO DE CONSUMO DE AGUA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4549704,INSTALACAO DE ANUNCIOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4549799,OUTRAS OBRAS DE INSTALACOES,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4551901,OBRAS DE ALVENARIA E REBOCO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2512700,RECAUCH REGENER ALINHAM E BALANCEAMENTO DE PNEU,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2630101,ESTRUTURAS PREMOLDADA CONCRETO ARMADO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2922002,INST CONS MANUT ESTUFAS ELETRICA PFINS INDUSTRIAI,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2924602,INST CONS MANUT MAQAPARREFRIGVENTDUSO INDUSTR,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3022800,MONTAGEM EQUIPPERIFERICO PMAQELETRONICAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2811800,ESTRUTURA METAL EDIF PONT TORR TRANSM ANDAIM OUT F,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2821502,MANUT REPAR TANQUE RESERV MET CALDEIRA PAQUECIMEN,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2822302,MANUT REPAR CALDEIRAS GERADORAS DVAPOR EXCETO VEI,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2839800,SERVICOS DE USINAGEM GALVANOTECNICA E SOLDA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,2842800,SERRALHARIA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3111902,INST CONS MANUT GERADORES CORRENTE CONTINUA ALTERN,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3112702,INST CONS MANUT TRANSFINDUTORES CONVERSSINCRONIZ,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,3113502,RECUPERACAO DE MOTORES ELETRICOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4511001,DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4511002,PREPARACAO DE TERRENOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4512801,PERFURACAO E EXECUCAO DE FUNDACAO CONSTRUCAO CIVIL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4512802,SONDAGENS DESTINADAS A CONSTRUCAO CIVIL,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4513600,TERRAPLENAGEM E OUTRAS MOVIMENTACOES DE TERRA,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4521700,EDIFICACOES RESIDENCINDUSTCOMERCSERVICO,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4522501,OBRAS VIARIASRODOVIASVIAS FERREAS E AEROPORTOS,,A
2,ISS HOM,7,CPOMPRESTADOR FORA DO MUNICIPIO,4522502,PINTURA PARA SINALIZACAO EM PISTA RODOV E AEROPORT,,A
